support,itemsets
0.10845330232185106,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High'})"
0.09802034460172969,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Family Size_Medium'})"
0.08326315648768229,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'NPCINC_Medium'})"
0.06732298726123163,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Family Size_Medium', 'Fish and Marine Products (Total)_High'})"
0.05942307949365735,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'NPCINC_Medium'})"
0.057919289943992196,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Family Size_Medium', 'NPCINC_Medium'})"
0.18154415794468728,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High'})"
0.17488069936239323,"frozenset({'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.08780794268222587,"frozenset({'Family Size_Small', 'Oils and Fats (Total)_High'})"
0.1952587186376335,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High'})"
0.17147879322559517,"frozenset({'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.15974923473820696,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High'})"
0.15335980002940744,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High'})"
0.1833019208405181,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Oils and Fats (Total)_High'})"
0.10415580596436352,"frozenset({'Oils and Fats (Total)_High', 'NPCINC_Low'})"
0.110297950836107,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High'})"
0.1036812768175803,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High'})"
0.06360027268717167,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.11893972811484942,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.10387509858175936,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.10688267768108968,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.07260964296694336,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.06375399339669299,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.07244255523920279,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.11428800577455187,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10296614134285065,"frozenset({'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10064028017270188,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10364785927203218,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.08006175562417292,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06767721324404165,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.052966809693761614,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Oils and Fats (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06972905054069589,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06144149924476347,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06171552311825801,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Family Size_Medium', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.07242918822098354,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10283915466976781,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.09856839234871877,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium'})"
0.09419069388191575,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High'})"
0.0928339415326623,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.1004731924449613,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.06198954699175255,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium', 'Fish and Marine Products (Total)_High'})"
0.06028525216879871,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium', 'Sugar, Jam and Honey (Total)_High'})"
0.07029046530590422,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.05850075523652939,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Family Size_Medium'})"
0.06040555533277192,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.06590608332999158,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06533798505567363,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0561414765208325,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Family Size_Medium', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06245070912031653,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05110211065217682,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06892702944754114,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.09816738180214139,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'NPCINC_Medium'})"
0.09423747844568311,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High'})"
0.08403176003528892,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.0818061515017845,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0737592065337985,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'NPCINC_Medium'})"
0.08294903155953001,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.06575904612957988,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'NPCINC_Medium'})"
0.06282498563045541,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.05616152704816137,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'NPCINC_Medium'})"
0.059115638074614694,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05525256980925265,"frozenset({'NPCINC_Medium', 'Family Size_Medium', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05114889521594418,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.050099584285733384,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0521180040368395,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'NPCINC_Medium'})"
0.05050059483231076,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium', 'NPCINC_Medium'})"
0.050473860795872266,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'NPCINC_Medium'})"
0.05463768697116734,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.05462431995294809,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'NPCINC_Medium'})"
0.051349400489232866,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.10821269599390464,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High'})"
0.06053922551496438,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'NPCINC_Low'})"
0.05815989627193862,"frozenset({'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'NPCINC_Low'})"
0.06246407613853577,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'NPCINC_Low'})"
0.18934381307561723,"frozenset({'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.18558099744689951,"frozenset({'Meat and Meat Preparations_High', 'Vegetables (Total)_High'})"
0.18121666599831576,"frozenset({'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.09391667000842122,"frozenset({'Family Size_Small', 'Vegetables (Total)_High'})"
0.19103474088035183,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High'})"
0.1678496477790699,"frozenset({'Vegetables (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.15727633636764646,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.1565879349293553,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High'})"
0.17699268824103406,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.10025932015345337,"frozenset({'NPCINC_Low', 'Vegetables (Total)_High'})"
0.11051850663672455,"frozenset({'Family Size_Medium', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.1305690339655933,"frozenset({'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.1114942989667295,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Vegetables (Total)_High'})"
0.07876515485690606,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.11702824450949727,"frozenset({'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.11673417010867386,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.10533210356765717,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.08621726751413562,"frozenset({'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.07087193059844141,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.06922778735747417,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.052345243346566685,"frozenset({'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High'})"
0.11383352715509751,"frozenset({'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Dairy Products and Eggs (Total)_High'})"
0.10829958161232973,"frozenset({'Vegetables (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10702971488150138,"frozenset({'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.09843472216652631,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.10204381708572269,"frozenset({'Vegetables (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.08436593549077008,"frozenset({'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.07910601382149685,"frozenset({'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.07465479675448798,"frozenset({'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06059269358784136,"frozenset({'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06930798946678965,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Dairy Products and Eggs (Total)_High'})"
0.06458274852628625,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06291855475799013,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06091350202510326,"frozenset({'Family Size_Medium', 'Vegetables (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.051463020144096455,"frozenset({'Vegetables (Total)_High', 'Family Size_Medium', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.072970552458863,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.07214179732926976,"frozenset({'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0700832765235059,"frozenset({'Vegetables (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0548315087353464,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Meat and Meat Preparations_High', 'Dairy Products and Eggs (Total)_High'})"
0.05488497680822339,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05294007565732312,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.09787999091042761,"frozenset({'Family Size_Medium', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.09704455227172475,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Vegetables (Total)_High'})"
0.09259333520471588,"frozenset({'NPCINC_Medium', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.08664501209715149,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.0812514202456858,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.0826816911951451,"frozenset({'NPCINC_Medium', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.06715589953349106,"frozenset({'Family Size_Medium', 'Meat and Meat Preparations_High', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.0690874336661721,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.061107323789282325,"frozenset({'Family Size_Medium', 'Fish and Marine Products (Total)_High', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.0612744115170229,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.05779230327090936,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.05740465974255123,"frozenset({'Family Size_Medium', 'Oils and Fats (Total)_High', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.059276042293245644,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Dairy Products and Eggs (Total)_High'})"
0.054651053989386585,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High', 'Family Size_Medium', 'Dairy Products and Eggs (Total)_High'})"
0.05429682800657657,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.052692785820267075,"frozenset({'NPCINC_Medium', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05520578524548529,"frozenset({'NPCINC_Medium', 'Meat and Meat Preparations_High', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.05488497680822339,"frozenset({'NPCINC_Medium', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.0542767774792477,"frozenset({'NPCINC_Medium', 'Sugar, Jam and Honey (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.05422330940637072,"frozenset({'Family Size_Medium', 'Sugar, Jam and Honey (Total)_High', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.10727032120944781,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.09686409752576493,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Family Size_Medium', 'Vegetables (Total)_High'})"
0.09616901257836415,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.09484567777465881,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Vegetables (Total)_High'})"
0.09053481439895203,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.07356538476961944,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'NPCINC_Medium', 'Vegetables (Total)_High'})"
0.09737872772720589,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.06532461803745439,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Family Size_Medium', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.05864779243694109,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Family Size_Medium', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.07204822820173504,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.057618532034059165,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Family Size_Medium', 'Vegetables (Total)_High'})"
0.06787771851733033,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.05221157316437422,"frozenset({'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High', 'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Fish and Marine Products (Total)_High'})"
0.07481520097311893,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High', 'Vegetables (Total)_High'})"
0.06477657029046531,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Oils and Fats (Total)_High', 'Vegetables (Total)_High'})"
0.05900870192886073,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Family Size_Medium', 'Vegetables (Total)_High'})"
0.060438972878320035,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Meat and Meat Preparations_High', 'Sugar, Jam and Honey (Total)_High', 'Vegetables (Total)_High'})"
0.05265936827471896,"frozenset({'Vegetables (Total)_High', 'Cereal and Cereal Preparations (Total)_High', 'Oils and Fats (Total)_High', 'Meat and Meat Preparations_High', 'Fish and Marine Products (Total)_High'})"
0.06722273462458729,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Fish and Marine Products (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.06517089732793306,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Meat and Meat Preparations_High', 'Dairy Products and Eggs (Total)_High'})"
0.06250417719319351,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Oils and Fats (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
0.05494512839021,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Family Size_Medium', 'Dairy Products and Eggs (Total)_High'})"
0.06118084238948818,"frozenset({'Cereal and Cereal Preparations (Total)_High', 'Vegetables (Total)_High', 'Sugar, Jam and Honey (Total)_High', 'Dairy Products and Eggs (Total)_High'})"
